Gene,Drug,test.ROC.AUC,Varimp.Score
PSMB10,Fedratinib,0.95,85.1283966504887
PSMD8,Fedratinib,0.95,100
SRM,Fedratinib,0.95,85.1283966504887
SYNPO,Fedratinib,0.95,85.1283966504887
TIMP1,Fedratinib,0.95,85.1283966504887
TIMP3,Fedratinib,0.95,85.1283966504887
UBE2S,Fedratinib,0.95,85.1283966504887
CD9,Fedratinib,0.9,98.695523960347
DHCR7,Fedratinib,0.9,85.1283966504887
DTYMK,Fedratinib,0.9,85.1283966504887
EIF2S1,Fedratinib,0.9,97.3910479206939
IL1R1,Fedratinib,0.9,85.1283966504887
IL7,Fedratinib,0.9,85.1283966504887
INHBB,Fedratinib,0.9,85.1283966504887
L1CAM,Fedratinib,0.9,85.1283966504887
LDLR,Fedratinib,0.9,98.695523960347
LMNB1,Fedratinib,0.9,98.695523960347
MYOT,Fedratinib,0.9,85.1283966504887
PAPSS2,Fedratinib,0.9,85.1283966504887
PMVK,Fedratinib,0.9,85.1283966504887
POLE3,Fedratinib,0.9,85.1283966504887
POP7,Fedratinib,0.9,85.1283966504887
SC5D,Fedratinib,0.9,100
SGK1,Fedratinib,0.9,85.1283966504887
SQLE,Fedratinib,0.9,85.1283966504887
INHBA,Fedratinib,0.9,88.6912564443331
PTPRJ,Fedratinib,0.9,98.9545327693069
UBE2D1,Fedratinib,0.9,83.2533067018671
CENPM,Fedratinib,0.9,87.1472231165415
MCM2,Fedratinib,0.9,100
PRC1,Fedratinib,0.9,92.2006711708986
SKIL,Fedratinib,0.9,88.299063239742
TFDP1,Fedratinib,0.9,97.3651151793809
ABCC2,Fedratinib,0.95,85.3198951014858
AKR1B10,Fedratinib,0.95,85.3198951014858
CCNE1,Fedratinib,0.95,85.3198951014858
CDK5R1,Fedratinib,0.95,85.3198951014858
CSK,Fedratinib,0.95,85.3198951014858
DMD,Fedratinib,0.95,98.7123214189051
FOXN3,Fedratinib,0.95,85.3198951014858
GAD1,Fedratinib,0.95,85.3198951014858
LSS,Fedratinib,0.95,98.7123214189051
MT2A,Fedratinib,0.95,85.3198951014858
PML,Fedratinib,0.95,100
PSMA7,Fedratinib,0.95,85.3198951014858
PTTG1,Fedratinib,0.95,85.3198951014858
RRP9,Fedratinib,0.95,85.3198951014858
UGDH,Fedratinib,0.95,100
CYP51A1,Fedratinib,0.85,80.7575691193233
E2F4,Fedratinib,0.85,80.7575691193233
EDN1,Fedratinib,0.85,80.7575691193233
PDLIM5,Fedratinib,0.85,87.7051256336071
ATRX,Fedratinib,1,81.6795963356859
CSF1,Fedratinib,1,92.0943051324929
NSDHL,Fedratinib,1,90.1686735695033
IL11,Fedratinib,1,100
IL1B,Fedratinib,1,89.7293861310516
PABPC4,Fedratinib,1,98.942295592699
BARD1,Fedratinib,0.9,82.7940424902625
DDX18,Fedratinib,0.9,82.7940424902625
FBLN1,Fedratinib,0.9,82.7940424902625
KIF2C,Fedratinib,0.9,82.7940424902625
MTF2,Fedratinib,0.9,82.7940424902625
NCBP1,Fedratinib,0.9,100
NOTCH2,Fedratinib,0.9,98.4907639893799
PRPS1,Fedratinib,0.9,82.7940424902625
RACGAP1,Fedratinib,0.9,82.7940424902625
RPS6KA5,Fedratinib,0.9,82.7940424902625
TFPI2,Fedratinib,0.9,82.7940424902625
UPF1,Fedratinib,0.9,82.7940424902625
MTHFR,Fedratinib,0.9,98.9545327693069
CAD,Fedratinib,0.9,85.3198951014858
CDKN3,Fedratinib,0.9,85.3198951014858
COL4A1,Fedratinib,0.9,85.3198951014858
DLGAP5,Fedratinib,0.9,100
IL16,Fedratinib,0.9,85.3198951014858
LSM7,Fedratinib,0.9,85.3198951014858
MYL9,Fedratinib,0.9,85.3198951014858
ACP1,Fedratinib,0.85,85.3198951014858
MLH1,Fedratinib,0.85,85.3198951014858
PDK3,Fedratinib,0.85,85.3198951014858
PMEPA1,Fedratinib,0.85,85.3198951014858
RFC4,Fedratinib,0.85,85.3198951014858
RUVBL2,Fedratinib,0.85,100
SLC7A5,Fedratinib,0.85,100
GP1BA,Fedratinib,0.95,100
CADM1,Fedratinib,1,80.2709649391115
CCNA2,Fedratinib,1,80.2709649391115
CDKN2A,Fedratinib,1,100
GCNT1,Fedratinib,1,80.2709649391115
HMMR,Fedratinib,1,80.2709649391115
IGFBP4,Fedratinib,1,80.2709649391115
LY75,Fedratinib,1,80.2709649391115
PCYT2,Fedratinib,1,80.2709649391115
PRDX4,Fedratinib,1,80.2709649391115
RBBP7,Fedratinib,1,80.2709649391115
CDKN2C,Fedratinib,0.9,98.7123214189051
CKS2,Fedratinib,0.9,85.3198951014858
COX5A,Fedratinib,0.9,85.3198951014858
CUL4A,Fedratinib,0.9,85.3198951014858
CXCL1,Fedratinib,0.9,85.3198951014858
ECH1,Fedratinib,0.9,85.3198951014858
MCM5,Fedratinib,0.9,100
PGK1,Fedratinib,0.9,85.3198951014858
POLD2,Fedratinib,0.9,85.3198951014858
PSMC6,Fedratinib,0.9,100
SAP30,Fedratinib,0.9,85.3198951014858
SMC1A,Fedratinib,0.9,85.3198951014858
SPP1,Fedratinib,0.9,85.3198951014858
CD74,Fedratinib,0.95,85.3198951014858
CDK1,Fedratinib,0.95,85.3198951014858
KIF18B,Fedratinib,0.95,85.3198951014858
PSMD7,Fedratinib,0.95,85.3198951014858
PTCH1,Fedratinib,0.95,91.372268969648
SUV39H1,Fedratinib,0.95,85.3198951014858
U2AF1,Fedratinib,0.95,85.3198951014858
PDK4,Fedratinib,1,100
COPS5,Fedratinib,0.9,86.6842305390585
FAS,Fedratinib,0.9,100
GINS2,Fedratinib,0.9,89.3822074633053
MCM4,Fedratinib,0.9,89.3822074633053
MYBL2,Fedratinib,0.9,89.3822074633053
STAG1,Fedratinib,0.9,100
STIL,Fedratinib,0.9,89.3822074633053
JAK2,Fedratinib,0.95,85.74762522128
KYNU,Fedratinib,1,98.9434872749786
ELF4,Fedratinib,0.9,82.2007924607455
FBXO5,Fedratinib,0.9,82.2007924607455
ING3,Fedratinib,0.9,82.2007924607455
PDE6B,Fedratinib,0.9,83.2872547429521
RBL1,Fedratinib,0.9,91.8387223316783
BMPR1B,Fedratinib,0.85,85.3198951014858
BUB1B,Fedratinib,0.85,85.3198951014858
CAPG,Fedratinib,0.85,85.3198951014858
CENPA,Fedratinib,0.85,85.3198951014858
GNMT,Fedratinib,0.85,85.3198951014858
HMGB3,Fedratinib,0.85,85.3198951014858
ILF2,Fedratinib,0.85,98.7123214189051
KIF4A,Fedratinib,0.85,85.3198951014858
MKI67,Fedratinib,0.85,85.3198951014858
PSMA2,Fedratinib,0.85,85.3198951014858
TRAF2,Fedratinib,0.85,85.3198951014858
POLD1,Fedratinib,0.9,84.1570114309907
PURA,Fedratinib,0.9,84.1570114309907
SNRPA,Fedratinib,0.9,98.6103180337008
WDR90,Fedratinib,0.9,84.1570114309907
SMC6,Fedratinib,0.8,89.3822074633053
CXCL8,Fedratinib,0.85,82.7940424902625
ERH,Fedratinib,0.85,82.7940424902625
RNPS1,Fedratinib,0.85,82.7940424902625
RPS2,Fedratinib,0.85,98.4907639893799
SLC25A3,Fedratinib,0.85,82.7940424902625
TARDBP,Fedratinib,0.85,82.7940424902625
XPO1,Fedratinib,0.85,82.7940424902625
YWHAQ,Fedratinib,0.85,98.4907639893799
COL12A1,Fedratinib,0.85,100
IFI44L,Fedratinib,0.85,91.9058782355511
NOP56,Fedratinib,0.8,90.1183927390647
PABPC1,Fedratinib,0.8,91.2939655796662
SNRPD2,Fedratinib,0.8,100
UBE2T,Fedratinib,0.8,84.592940623112
BUB1,Fedratinib,0.85,100
DDX39A,Fedratinib,0.85,81.7698768504444
FASN,Fedratinib,0.85,81.7698768504444
INCENP,Fedratinib,0.85,91.4833938108029
TGM1,Fedratinib,0.85,80.5357764231778
CTNNB1,Fedratinib,0.85,100
NDC80,Fedratinib,0.85,86.7321840520417
SLC29A3,Fedratinib,0.85,86.7321840520417
AKR1C3,Fedratinib,0.85,90.409531993616
AURKA,Fedratinib,0.85,85.3280666433613
BASP1,Fedratinib,0.85,90.409531993616
HMGA1,Fedratinib,0.85,90.409531993616
MYH9,Fedratinib,0.85,91.4906440059653
LDHA,Fedratinib,0.95,89.6282908546488
PRPS2,Fedratinib,0.95,99.4561577614517
KIF15,Fedratinib,0.9,85.3198951014858
MVD,Fedratinib,0.9,85.3198951014858
RAD23B,Fedratinib,0.9,85.3198951014858
VEGFC,Fedratinib,0.9,85.3198951014858
SMC4,Fedratinib,0.9,88.3057650443162
EBP,Fedratinib,0.8,88.3057650443162
RPS9,Fedratinib,0.8,86.9730226388138
COL4A2,Fedratinib,0.9,88.5890979509097
CCT3,Fedratinib,0.9,86.6708360951504
EXOSC8,Fedratinib,0.9,86.6708360951504
HDGF,Fedratinib,0.9,86.6708360951504
PDS5B,Fedratinib,0.9,100
SNRPD1,Fedratinib,0.9,86.6708360951504
TNPO2,Fedratinib,0.9,86.6708360951504
APBB1,Fedratinib,0.9,85.3198951014858
HUS1,Fedratinib,0.9,100
MAST3,Fedratinib,0.9,85.3198951014858
PTX3,Fedratinib,0.9,85.3198951014858
RAP1GAP,Fedratinib,0.9,85.3198951014858
ABCA2,Fedratinib,0.925,85.3198951014858
DCLRE1B,Fedratinib,0.925,85.3198951014858
DNMT1,Fedratinib,0.925,85.3198951014858
DUT,Fedratinib,0.925,85.3198951014858
PSMD3,Fedratinib,0.925,100
RPL14,Fedratinib,0.925,85.3198951014858
UBE2E1,Fedratinib,0.925,98.7123214189051
AP3S1,Fedratinib,0.8,98.4907639893799
EEF1B2,Fedratinib,0.8,82.7940424902625
FDFT1,Fedratinib,0.8,82.7940424902625
HNRNPD,Fedratinib,0.8,96.9815279787598
MRPL9,Fedratinib,0.8,82.7940424902625
NPM1,Fedratinib,0.8,82.7940424902625
RPA2,Fedratinib,0.8,82.7940424902625
RPL22,Fedratinib,0.8,82.7940424902625
RPL34,Fedratinib,0.8,82.7940424902625
SMARCC1,Fedratinib,0.8,98.4907639893799
PSMA1,Fedratinib,0.85,100
CDC25B,Fedratinib,1,90.7974704335982
CSTF2,Fedratinib,0.85,82.3920956996558
BUB3,Fedratinib,0.85,88.5588877884443
PSMB3,Fedratinib,0.85,100
ANTXR2,Fedratinib,0.85,94.5867036844497
CDCA3,Fedratinib,0.85,81.7540051773821
EIF4H,Fedratinib,0.85,81.7540051773821
NCAPD2,Fedratinib,0.85,81.7540051773821
ARG1,Fedratinib,0.925,90.6886034870538
TGM2,Fedratinib,0.9,95.6531996331003
F10,Fedratinib,0.9,88.3057650443162
IDUA,Fedratinib,0.9,98.7956860212577
SERBP1,Fedratinib,0.9,100
STARD7,Fedratinib,0.9,86.9730226388138
MMP9,Fedratinib,1,88.6912564443331
CRMP1,Fedratinib,0.95,96.1905265920862
PSMB2,Fedratinib,0.95,83.3691336416891
TRAIP,Fedratinib,0.95,83.3691336416891
ATF3,Fedratinib,0.9,81.6569152641594
CD74,FiveFU,0.8,100
CTNNB1,FiveFU,0.8,83.4668808466258
FCGR1A,FiveFU,0.8,83.4668808466258
GRB7,FiveFU,0.8,83.4668808466258
HSD17B7,FiveFU,0.8,82.3920956996558
KAZN,FiveFU,0.8,91.9264385318604
MALL,FiveFU,0.8,82.3920956996558
MCM7,FiveFU,0.8,81.3173105526858
PCDH1,FiveFU,0.8,83.4668808466258
PLOD3,FiveFU,0.8,83.4668808466258
SLC27A2,FiveFU,0.8,90.9552240111124
ALDOC,FiveFU,0.825,100
CDK5R1,FiveFU,0.825,83.2533067018671
MAST4,FiveFU,0.825,88.6912564443331
SC5D,FiveFU,0.825,88.6912564443331
ETS1,FiveFU,0.95,99.0370406976315
GPRC5B,FiveFU,0.95,100
IFI30,FiveFU,0.95,91.0423834600251
ACSS2,FiveFU,0.85,90.6886034870538
LY6E,FiveFU,0.85,100
PTPN2,FiveFU,0.85,100
SQLE,FiveFU,0.85,100
ABCC5,FiveFU,0.85,86.2535535904251
FDPS,FiveFU,0.85,86.2535535904251
MMP9,FiveFU,0.85,86.2535535904251
PPARG,FiveFU,0.85,86.2535535904251
SSPN,FiveFU,0.85,100
DDX60,FiveFU,0.85,100
EBP,FiveFU,0.85,90.1183927390647
GADD45B,FiveFU,0.85,90.1183927390647
OAS2,FiveFU,0.85,83.4173677825104
SIAH2,FiveFU,0.85,90.1183927390647
AKT2,FiveFU,0.85,88.6912564443331
PSME2,FiveFU,0.85,100
AMIGO2,FiveFU,0.9,100
ASS1,FiveFU,0.9,85.3198951014858
CXCL1,FiveFU,0.9,85.3198951014858
CXCL16,FiveFU,0.9,85.3198951014858
DUSP4,FiveFU,0.9,85.3198951014858
GCA,FiveFU,0.9,85.3198951014858
GPX2,FiveFU,0.9,85.3198951014858
IFI44,FiveFU,0.9,100
IL18,FiveFU,0.9,85.3198951014858
KCNK5,FiveFU,0.9,85.3198951014858
RELB,FiveFU,0.9,85.3198951014858
RHBDF2,FiveFU,0.9,85.3198951014858
SLC6A8,FiveFU,0.9,85.3198951014858
TGM2,FiveFU,0.9,85.3198951014858
TSPAN1,FiveFU,0.9,85.3198951014858
UBE2L6,FiveFU,0.9,98.7123214189051
ABI3BP,FiveFU,1,98.8183359904224
KRT18,FiveFU,1,86.5285080686454
MYL9,FiveFU,1,86.5285080686454
TNFAIP2,FiveFU,1,100
COL3A1,FiveFU,0.8,91.1904023422353
COL5A2,FiveFU,0.8,91.1904023422353
DAB2,FiveFU,0.8,91.1904023422353
DPP4,FiveFU,0.8,100
FASN,FiveFU,0.8,91.1904023422353
INHBB,FiveFU,0.8,91.1904023422353
NUDT15,FiveFU,0.8,90.0008453932176
PTGES,FiveFU,0.8,91.1904023422353
G0S2,FiveFU,0.8,90.1403671201097
SMAD3,FiveFU,0.8,88.8877026938857
APOBEC3F,FiveFU,0.8,83.8435835704224
ATP2B1,FiveFU,0.8,82.7498641119597
CCR7,FiveFU,0.8,82.7498641119597
CTSS,FiveFU,0.8,83.8435835704224
KYNU,FiveFU,0.8,82.7498641119597
MTHFD2,FiveFU,0.8,100
ADD3,FiveFU,0.8,100
DHCR7,FiveFU,0.8,86.5285080686454
FDFT1,FiveFU,0.8,86.5285080686454
HAS2,FiveFU,0.8,86.5285080686454
HMGCS1,FiveFU,0.8,86.5285080686454
IRS1,FiveFU,0.8,86.5285080686454
KCNMB2,FiveFU,0.8,86.5285080686454
LIPA,FiveFU,0.8,97.6366719808448
RAC2,FiveFU,0.8,100
RAP2B,FiveFU,0.8,86.5285080686454
SREBF2,FiveFU,0.8,86.5285080686454
AQP3,FiveFU,0.9,81.8359492799442
FUCA1,FiveFU,0.9,84.0282048783208
GJB3,FiveFU,0.9,93.6462495749117
KRT19,FiveFU,0.9,84.0282048783208
PTGS2,FiveFU,0.9,100
ECH1,FiveFU,0.95,84.0282048783208
GADD45G,FiveFU,0.95,92.6557490658858
KRT8,FiveFU,0.95,81.8359492799442
MLPH,FiveFU,0.95,82.9320770791325
PKD1,FiveFU,0.95,84.0282048783208
PLSCR1,FiveFU,0.95,82.9320770791325
DHX58,FiveFU,0.85,98.7956860212577
MREG,FiveFU,0.85,88.3057650443162
SDC4,FiveFU,0.85,86.9730226388138
SLC11A2,FiveFU,0.85,100
CELSR1,FiveFU,0.85,85.6917907284807
ST14,FiveFU,0.85,85.6917907284807
ADAM8,FiveFU,0.8,100
CD82,FiveFU,0.8,82.7940424902625
CHPT1,FiveFU,0.8,82.7940424902625
DDIT4,FiveFU,0.8,100
IFI35,FiveFU,0.8,82.7940424902625
IRF2,FiveFU,0.8,82.7940424902625
LDLR,FiveFU,0.8,82.7940424902625
LDLRAP1,FiveFU,0.8,82.7940424902625
PEX11A,FiveFU,0.8,100
SCD,FiveFU,0.8,82.7940424902625
ADAM9,FiveFU,0.9,82.7940424902625
HELZ2,FiveFU,0.9,98.4907639893799
IGFBP3,FiveFU,0.9,82.7940424902625
MX1,FiveFU,0.9,82.7940424902625
NID2,FiveFU,0.9,82.7940424902625
RIPK2,FiveFU,0.9,82.7940424902625
SERPINA1,FiveFU,0.9,98.4907639893799
TM4SF1,FiveFU,0.9,82.7940424902625
LOXL1,FiveFU,0.85,81.1143301785389
MAPK13,FiveFU,0.85,82.2007924607455
VAMP8,FiveFU,0.85,91.333355927499
GATA3,FiveFU,0.85,100
AGR2,FiveFU,0.8,89.5055923838693
PCDH7,FiveFU,0.8,89.5055923838693
PKP3,FiveFU,0.8,90.6886034870538
SERPINB5,FiveFU,0.8,90.6886034870538
TRIM29,FiveFU,0.8,89.5055923838693
ANTXR2,FiveFU,0.8,85.1283966504887
BLVRB,FiveFU,0.8,85.1283966504887
CPEB2,FiveFU,0.8,85.1283966504887
FERMT2,FiveFU,0.8,85.1283966504887
GPR18,FiveFU,0.8,85.1283966504887
HMGCR,FiveFU,0.8,98.695523960347
IRF5,FiveFU,0.8,85.1283966504887
ITGB2,FiveFU,0.8,98.695523960347
NRIP1,FiveFU,0.8,85.1283966504887
PDGFB,FiveFU,0.8,85.1283966504887
PLAT,FiveFU,0.8,85.1283966504887
PLEK2,FiveFU,0.8,85.1283966504887
SLIT2,FiveFU,0.8,85.1283966504887
TNFSF15,FiveFU,0.8,85.1283966504887
TRIB2,FiveFU,0.8,85.1283966504887
THBS1,FiveFU,0.95,100
S100A11,FiveFU,0.825,100
CASP4,FiveFU,0.85,90.1403671201097
IDI1,FiveFU,0.85,88.8877026938857
ASB13,FiveFU,0.9,88.5588877884443
MPZL2,FiveFU,0.9,89.7293861310516
VDR,FiveFU,0.9,89.7293861310516
CYP51A1,FiveFU,0.8,91.7670004709442
APOL6,FiveFU,0.9,81.5260624882725
FBXO6,FiveFU,0.9,81.5260624882725
MX2,FiveFU,0.9,100
TNFSF10,FiveFU,0.9,87.3979319998716
VWA5A,FiveFU,0.9,81.5260624882725
XBP1,FiveFU,0.9,81.5260624882725
BAIAP2,FiveFU,0.9,80.1424209846507
DEF6,FiveFU,0.9,80.1424209846507
PLAU,FiveFU,0.9,80.1424209846507
SLC2A1,FiveFU,0.9,80.1424209846507
THBS2,FiveFU,0.9,91.3864636975094
YWHAH,FiveFU,0.9,80.1424209846507
TCN2,FiveFU,0.95,85.3198951014858
TPBG,FiveFU,0.95,85.3198951014858
LSS,FiveFU,0.95,85.1283966504887
MAP7,FiveFU,0.95,98.695523960347
ATOX1,FiveFU,0.8,87.2935807516659
TPM1,FiveFU,0.8,88.4323045967266
CXCR6,FiveFU,0.85,85.1283966504887
HTRA1,FiveFU,0.85,100
VAMP5,FiveFU,0.85,85.1283966504887
PSME1,FiveFU,0.95,97.370908992456
TFPI2,FiveFU,0.95,88.6912564443331
MMD,FiveFU,0.85,89.8482126339166
SLC1A1,FiveFU,0.8,88.3225812806847
CTHRC1,FiveFU,0.925,100
LCP1,FiveFU,0.925,100
EMP2,FiveFU,0.8,98.6782824718807
ETHE1,FiveFU,0.8,98.6782824718807
JUP,FiveFU,0.8,84.9318360623059
MATN3,FiveFU,0.8,84.9318360623059
SYK,FiveFU,0.8,84.9318360623059
GEM,FiveFU,0.85,85.1283966504887
ZFPM2,FiveFU,0.85,85.1283966504887
FOXO3,FiveFU,0.85,85.1283966504887
INSIG1,FiveFU,0.85,100
SCNN1A,FiveFU,0.85,85.1283966504887
SLC37A1,FiveFU,0.85,85.1283966504887
BMP1,FiveFU,0.85,90.6886034870538
CDA,FiveFU,0.85,100
SPARC,FiveFU,0.85,100
CDH13,FiveFU,0.8,100
IL7,FiveFU,0.85,100
SLC2A3,FiveFU,0.9,88.3057650443162
ELF3,FiveFU,0.95,86.2535535904251
FGF2,FiveFU,0.95,86.2535535904251
RBCK1,FiveFU,0.95,86.2535535904251
RCE1,FiveFU,0.95,86.2535535904251
SECTM1,FiveFU,0.95,100
SPP1,FiveFU,0.95,100
SYT12,FiveFU,0.95,86.2535535904251
CDK1,Fludarabine,1,92.274184932255
CDK5R1,Fludarabine,1,92.274184932255
CLDN4,Fludarabine,1,100
BCL10,Fludarabine,0.95,100
BMP1,Fludarabine,0.95,90.6886034870538
GSR,Fludarabine,0.95,89.5055923838693
NET1,Fludarabine,0.95,88.3225812806847
PDE6B,Fludarabine,0.95,89.5055923838693
AMIGO2,Fludarabine,1,85.3198951014858
CDC27,Fludarabine,1,85.3198951014858
COL17A1,Fludarabine,1,100
DST,Fludarabine,1,85.3198951014858
F3,Fludarabine,1,100
FBLN1,Fludarabine,1,98.7123214189051
FLNA,Fludarabine,1,100
HMGN2,Fludarabine,1,85.3198951014858
IGFBP2,Fludarabine,1,98.7123214189051
IGFBP3,Fludarabine,1,85.3198951014858
IL1A,Fludarabine,1,85.3198951014858
INHBA,Fludarabine,1,85.3198951014858
MTHFR,Fludarabine,1,85.3198951014858
PANX1,Fludarabine,1,85.3198951014858
PTPRE,Fludarabine,1,85.3198951014858
SERPINB5,Fludarabine,1,85.3198951014858
SMC2,Fludarabine,1,85.3198951014858
SPHK2,Fludarabine,1,85.3198951014858
SPTAN1,Fludarabine,1,85.3198951014858
SUV39H1,Fludarabine,1,85.3198951014858
TOP2A,Fludarabine,1,85.3198951014858
TPX2,Fludarabine,1,85.3198951014858
YWHAE,Fludarabine,1,85.3198951014858
ANLN,Fludarabine,0.95,96.9815279787598
AREG,Fludarabine,0.95,82.7940424902625
AURKA,Fludarabine,0.95,82.7940424902625
BCR,Fludarabine,0.95,82.7940424902625
BUB3,Fludarabine,0.95,82.7940424902625
CAPZB,Fludarabine,0.95,82.7940424902625
CCNA2,Fludarabine,0.95,82.7940424902625
CENPE,Fludarabine,0.95,82.7940424902625
DEF6,Fludarabine,0.95,82.7940424902625
DIAPH3,Fludarabine,0.95,82.7940424902625
EIF1,Fludarabine,0.95,82.7940424902625
EIF3D,Fludarabine,0.95,82.7940424902625
ETS1,Fludarabine,0.95,82.7940424902625
EXOSC8,Fludarabine,0.95,82.7940424902625
EZR,Fludarabine,0.95,98.4907639893799
F2RL1,Fludarabine,0.95,82.7940424902625
GEMIN4,Fludarabine,0.95,82.7940424902625
GMPS,Fludarabine,0.95,82.7940424902625
GNL3,Fludarabine,0.95,96.9815279787598
HMGB2,Fludarabine,0.95,82.7940424902625
HSPA8,Fludarabine,0.95,82.7940424902625
KCNE2,Fludarabine,0.95,82.7940424902625
KIF11,Fludarabine,0.95,82.7940424902625
KIF4A,Fludarabine,0.95,100
MT2A,Fludarabine,0.95,82.7940424902625
NUDT15,Fludarabine,0.95,82.7940424902625
PCM1,Fludarabine,0.95,82.7940424902625
PLEK2,Fludarabine,0.95,82.7940424902625
PRPS2,Fludarabine,0.95,100
RAC2,Fludarabine,0.95,82.7940424902625
RPL22,Fludarabine,0.95,82.7940424902625
RRM2,Fludarabine,0.95,82.7940424902625
SAT1,Fludarabine,0.95,96.9815279787598
STIL,Fludarabine,0.95,100
STMN1,Fludarabine,0.95,82.7940424902625
TNFAIP8,Fludarabine,0.95,82.7940424902625
TOMM40,Fludarabine,0.95,82.7940424902625
U2AF1,Fludarabine,0.95,82.7940424902625
XPO1,Fludarabine,0.95,82.7940424902625
ZC3H12A,Fludarabine,0.95,82.7940424902625
ZFP36,Fludarabine,0.95,98.4907639893799
BMP2,Fludarabine,0.95,85.3198951014858
CD82,Fludarabine,0.95,85.3198951014858
EBP,Fludarabine,0.95,85.3198951014858
EED,Fludarabine,0.95,100
GPR3,Fludarabine,0.95,85.3198951014858
HMOX1,Fludarabine,0.95,85.3198951014858
ITGB4,Fludarabine,0.95,98.7123214189051
JAG1,Fludarabine,0.95,85.3198951014858
MYH9,Fludarabine,0.95,85.3198951014858
PERP,Fludarabine,0.95,85.3198951014858
PITPNB,Fludarabine,0.95,85.3198951014858
PLAU,Fludarabine,0.95,85.3198951014858
SPTBN1,Fludarabine,0.95,85.3198951014858
TGFBI,Fludarabine,0.95,85.3198951014858
TGFBR3,Fludarabine,0.95,85.3198951014858
ADAM8,Fludarabine,0.95,82.7940424902625
ARF6,Fludarabine,0.95,82.7940424902625
BHLHE40,Fludarabine,0.95,82.7940424902625
BIRC5,Fludarabine,0.95,82.7940424902625
CDC20,Fludarabine,0.95,82.7940424902625
CEP250,Fludarabine,0.95,82.7940424902625
CHAF1A,Fludarabine,0.95,82.7940424902625
CKAP5,Fludarabine,0.95,82.7940424902625
CKS2,Fludarabine,0.95,82.7940424902625
DCBLD2,Fludarabine,0.95,82.7940424902625
DCLRE1B,Fludarabine,0.95,82.7940424902625
DEK,Fludarabine,0.95,82.7940424902625
ELF4,Fludarabine,0.95,98.4907639893799
F10,Fludarabine,0.95,82.7940424902625
FOSL1,Fludarabine,0.95,82.7940424902625
GNA15,Fludarabine,0.95,82.7940424902625
HMMR,Fludarabine,0.95,82.7940424902625
HSP90AB1,Fludarabine,0.95,82.7940424902625
INHBB,Fludarabine,0.95,82.7940424902625
KIF18B,Fludarabine,0.95,82.7940424902625
LLGL1,Fludarabine,0.95,82.7940424902625
MXD1,Fludarabine,0.95,82.7940424902625
NUDT21,Fludarabine,0.95,82.7940424902625
PAPSS2,Fludarabine,0.95,82.7940424902625
PDS5B,Fludarabine,0.95,82.7940424902625
POLE3,Fludarabine,0.95,82.7940424902625
PRKDC,Fludarabine,0.95,82.7940424902625
PSMB3,Fludarabine,0.95,82.7940424902625
PTGER4,Fludarabine,0.95,82.7940424902625
SET,Fludarabine,0.95,82.7940424902625
SLC16A7,Fludarabine,0.95,100
SMARCC1,Fludarabine,0.95,82.7940424902625
SMC6,Fludarabine,0.95,82.7940424902625
TES,Fludarabine,0.95,82.7940424902625
BASP1,Fludarabine,0.85,85.1283966504887
BCAT1,Fludarabine,0.85,100
CDH3,Fludarabine,0.85,85.1283966504887
CEP72,Fludarabine,0.85,85.1283966504887
DDX39A,Fludarabine,0.85,85.1283966504887
DLG1,Fludarabine,0.85,97.3910479206939
DUSP5,Fludarabine,0.85,85.1283966504887
EGFR,Fludarabine,0.85,85.1283966504887
FERMT2,Fludarabine,0.85,85.1283966504887
FGF2,Fludarabine,0.85,85.1283966504887
FSCN1,Fludarabine,0.85,85.1283966504887
FUCA1,Fludarabine,0.85,85.1283966504887
GALNT3,Fludarabine,0.85,85.1283966504887
GCNT1,Fludarabine,0.85,85.1283966504887
IL1B,Fludarabine,0.85,85.1283966504887
ITGA2,Fludarabine,0.85,85.1283966504887
KLF4,Fludarabine,0.85,85.1283966504887
LY75,Fludarabine,0.85,85.1283966504887
NCAPD2,Fludarabine,0.85,85.1283966504887
PMP22,Fludarabine,0.85,85.1283966504887
RALBP1,Fludarabine,0.85,85.1283966504887
RETSAT,Fludarabine,0.85,85.1283966504887
RPA3,Fludarabine,0.85,85.1283966504887
RPS3,Fludarabine,0.85,85.1283966504887
SDC1,Fludarabine,0.85,85.1283966504887
SFN,Fludarabine,0.85,85.1283966504887
VIM,Fludarabine,0.85,85.1283966504887
DAPP1,Fludarabine,0.95,89.3822074633053
TUBG1,Fludarabine,0.95,100
CTSS,Fludarabine,1,82.7940424902625
DLGAP5,Fludarabine,1,82.7940424902625
ETS2,Fludarabine,1,82.7940424902625
LAMA3,Fludarabine,1,82.7940424902625
MAPK13,Fludarabine,1,82.7940424902625
MPZL2,Fludarabine,1,82.7940424902625
NME1,Fludarabine,1,98.4907639893799
NUP153,Fludarabine,1,100
POLD2,Fludarabine,1,82.7940424902625
RRAD,Fludarabine,1,100
SYK,Fludarabine,1,82.7940424902625
TTK,Fludarabine,1,82.7940424902625
CIT,Fludarabine,0.95,85.3198951014858
ESPL1,Fludarabine,0.95,85.3198951014858
IDUA,Fludarabine,0.95,85.3198951014858
IL1R1,Fludarabine,0.95,85.3198951014858
JAG2,Fludarabine,0.95,85.3198951014858
KPNA2,Fludarabine,0.95,98.7123214189051
LTA4H,Fludarabine,0.95,85.3198951014858
MAST3,Fludarabine,0.95,85.3198951014858
